weekDay,date,Activity Type,dateTime,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress ScoreÂ®,Grit,Flow,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Run Type,Distance Type,Weather,Location,Shoes
Wednesday,7/17/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,7/18/2019,,2019-07-18 18:28:00,,,2.8,,00:24:37,,,,,,8:46,,,,,,,,,,,,,,,,,,Recovery,Short Distance,"88,sunny",Snapfinger,Nike Legend React
Friday,7/19/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,7/20/2019,,2019-07-20 6:56:00,,,12.01,,1:42:18,,,,,,8:31,,,,,,,,,,,,,,,,,,Distance,Long Distance,"73,cloudy","Snapfinger, Old Lexington, Whit Davis",Nike Legend React
Sunday,7/21/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,7/22/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,7/23/2019,,2019-07-23 17:54:00,,,3.06,,00:25:24,,,,,,8:18,,,,,,,,,,,,,,,,,,Recovery,Short Distance,"78,cloudy",Snapfinger,Nike Legend React
Wednesday,7/24/2019,,2019-07-24 17:59:00,,,4.34,,00:39:00,,,,,,8:59,,,,,,,,,,,,,,,,,,Recovery,Short Distance,"85,partly cloudy","Barnet Shoals, Old Lexington neighborhood",Nike Legend React
Thursday,7/25/2019,,2019-07-25 17:49:00,,,5.59,,00:48:40,,,,,,9:02,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"87, partly cloudy","Whitehall, Campus",Nike Legend React
Friday,7/26/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,7/27/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,7/28/2019,,2019-07-28 7:03:00,,,8.02,,1:01:22,,,,,,7:37,,,,,,,,,,,,,,,,,,Tempo,Long Distance,"63,sunny","Mount Pleasant, NC",Nike Legend React
Monday,7/29/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,7/30/2019,,2019-07-30 17:04:00,,,4.38,,00:34:44,,,,,,7:52,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"78,sunny","Portland, OR",Nike Legend React
Wednesday,7/31/2019,,2019-07-31 16:50:00,,,5.01,,00:38:37,,,,,,7:42,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"85,sunny","Portland, OR",Nike Legend React
Thursday,8/1/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,8/2/2019,,2019-08-02 15:54:00,,,4.93,,00:41:10,,,,,,8:21,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"76,partly cloudy","Portland, OR",Nike Legend React
Saturday,8/3/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,8/4/2019,,2019-08-04 12:48:00,,,10.03,,1:24:18,,,,,,8:25,,,,,,,,,,,,,,,,,,Distance,Long Distance,"80,partly cloudy","Old Lexington, Whit Davis",Nike Legend React
Monday,8/5/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,8/6/2019,,2019-08-06 18:55:00,,,5.01,,00:42:17,,,,,,8:26,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"90,partly cloudy","Snapfinger, Barnett Shoals",Nike Legend React
Wednesday,8/7/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,8/8/2019,,2019-08-08 17:52:00,,,6.01,,00:52:17,,,,,,8:42,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"93,sunny",Old Lexington,Nike Legend React
Friday,8/9/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,8/10/2019,,2019-08-10 7:09:00,,,12,,1:48:29,,,,,,9:03,,,,,,,,,,,,,,,,,,Distance,Long Distance,"73,sunny","Snapfinger, Old Lexington, Whit Davis",Nike Legend React
Sunday,8/11/2019,,2019-08-11 11:10:00,,,3.03,,00:25:57,,,,,,8:33,,,,,,,,,,,,,,,,,,Recovery,Short Distance,"86,sunny",Barnett Shoals,Nike Legend React
Monday,8/12/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,8/13/2019,,2019-08-13 17:07:00,,,5.66,,00:52:57,,,,,,9:21,,,,,,,,,,,,,,,,,,Recovery,Mid Distnace,"94,partly cloudy",Campus,Nike Legend React
Wednesday,8/14/2019,,2019-08-14 19:08:00,,,3.01,,00:21:25,,,,,,7:07,,,,,,,,,,,,,,,,,,Tempo,Short Distance,"88,partly cloudy",Barnett Shoals,Nike Legend React
Thursday,8/15/2019,,2019-08-15 18:30:00,,,4.45,,00:40:10,,,,,,9:02,,,,,,,,,,,,,,,,,,Recovery,Mid Distnace,"92,sunny","Snapfinger, Barnett Shoals",Nike Legend React
Friday,8/16/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,8/17/2019,,2019-08-17 18:57:00,,,14.01,,2:03:54,,,,,,8:51,,,,,,,,,,,,,,,,,,Distance,Long Distance,"70,sunny","Snapfinger, Old Lexington, Whit Davis",Nike Legend React
Sunday,8/18/2019,,2019-08-18 9:28:00,,,3.12,,00:25:56,,,,,,8:19,,,,,,,,,,,,,,,,,,Recovery,Short Distance,"79,sunny",Barnett Shoals,Nike Legend React
Monday,8/19/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,8/20/2019,,2019-08-20 17:09:00,,,7.01,,1:00:18,,,,,,8:36,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"90,partly cloudy",Campus,Nike Legend React
Wednesday,8/21/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,8/22/2019,,2019-08-22 17:46:00,,,5.6,,00:48:19,,,,,,,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"93,partly cloudy","Whitehall, Campus",Nike Legend React
Friday,8/23/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,8/24/2019,,2019-08-24 7:58:00,,,8.01,,1:02:49,,,,,,7:51,,,,,,,,,,,,,,,,,,Distance,Long Distance,"72,cloudy",Old Lexington,Nike Legend React
Sunday,8/25/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,8/26/2019,,2019-08-26 17:59:00,,,3.12,,00:21:24,,,,,,6:51,,,,,,,,,,,,,,,,,,Tempo,Short Distance,"80,cloudy",Barnett Shoals,Nike Legend React
Tuesday,8/27/2019,,2019-08-27 17:29:00,,,5.79,,00:48:40,,,,,,8:25,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"79,partly cloudy",Campus,Nike Legend React
Wednesday,8/28/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,8/29/2019,,2019-08-29 18:37:00,,,4.91,,00:38:03,,,,,,7:45,,,,,,,,,,,,,,,,,,Tempo,Mid Distance,"85,sunny",Campus,Nike Legend React
Friday,8/30/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,8/31/2019,,2019-08-31 7:07:00,,,3.13,,00:24:38,,,,,,7:51,,,,,,,,,,,,,,,,,,Recovery,Short Distance,"64,sunny",Barnett Shoals,Nike Legend React
Sunday,9/1/2019,,2019-09-01 6:31:00,,,13.1,,1:43:00,,,,,,7:50,,,,,,,,,,,,,,,,,,Race,Long Distance,"69,sunny","Suwanee, GA",Nike Legend React
Monday,9/2/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,9/3/2019,,2019-09-03 19:43:00,,,3.3,,00:27:02,,,,,,8:11,,,,,,,,,,,,,,,,,,Recovery,Short Distance,"87,sunny","Barnett Shoals, Old Lexington neighborhood",Nike Epic React 2
Wednesday,9/4/2019,,2019-09-04 17:46:00,,,3.01,,00:20:48,,,,,,6:55,,,,,,,,,,,,,,,,,,Tempo,Short Distance,"93,sunny",Barnett Shoals,Nike Epic React 2
Thursday,9/5/2019,,2019-09-05 18:20:00,,,3.2,,00:27:10,,,,,,8:29,,,,,,,,,,,,,,,,,,Recovery,Short Distance,"93,partly cloudy",Snapfinger,Nike Epic React 2
Friday,9/6/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,9/7/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,9/8/2019,,2019-09-08 19:38:00,,,10.51,,1:29:47,,,,,,8:33,,,,,,,,,,,,,,,,,,Distance,Long Distance,"65,sunny",,Nike Epic React 2
Monday,9/9/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,9/10/2019,,2019-09-10 17:24:00,,,5.62,,00:48:26,,,,,,8:37,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"94,partly cloudy",Campus,Nike Epic React 2
Wednesday,9/11/2019,,2019-09-11 18:10:00,,,3.04,,00:20:51,,,,,,6:48,,,,,,,,,,,,,,,,,,Tempo,Short Distance,"94,partly cloudy",Barnett Shoals,Nike Epic React 2
Thursday,9/12/2019,,2019-09-12 18:30:00,,,3,,00:21:06,,,,,,7:02,,,,,,,,,,,,,,,,,,Tempo,Short Distance,,ARC 5 Points,Nike Epic React 2
Friday,9/13/2019,,2019-09-13 16:29:00,,,4.44,,00:38:39,,,,,,8:42,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"95,partly cloudy","Snapfinger, Barnett Shoals",Nike Epic React 2
Saturday,9/14/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,9/15/2019,,2019-09-15 7:23:00,,,13.11,,1:54:51,,,,,,8:46,,,,,,,,,,,,,,,,,,Distance,Long Distance,"69,sunny","Snapfinger, Old Lexington, Whit Davis",Nike Legend React
Monday,9/16/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,9/17/2019,,2019-09-17 17:26:00,,,7.04,,1:02:24,,,,,,8:52,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"95,partly cloudy",Campus,Nike Epic React 2
Wednesday,9/18/2019,,2019-09-18 18:11:00,,,3.01,,00:20:16,,,,,,6:43,,,,,,,,,,,,,,,,,,Tempo,Short Distance,"79,partly cloudy",Barnett Shoals,Nike Epic React 2
Thursday,9/19/2019,,2019-09-19 18:36:00,,,4.63,,00:39:16,,,,,,8:29,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"77,sunny",Campus,Nike Epic React 2
Friday,9/20/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,9/21/2019,,2019-09-21 7:22:00,,,14.01,,1:58:09,,,,,,8:26,,,,,,,,,,,,,,,,,,Distance,Long Distance,"57,sunny","Snapfinger, Old Lexington, Whit Davis",Nike Epic React 2
Sunday,9/22/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,9/23/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,9/24/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,9/25/2019,,2019-09-25 17:29:00,,,7.04,,00:58:04,,,,,,8:15,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"91,sunny",Campus,Nike Epic React 2
Thursday,9/26/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,9/27/2019,,2019-09-27 17:33:00,,,5,,00:38:34,,,,,,7:43,,,,,,,,,,,,,,,,,,Tempo,Mid Distance,"93,partly cloudy","Snapfinger, Barnett Shoals",Nike Epic React 2
Saturday,9/28/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,9/29/2019,,2019-09-29 10:06:00,,,5,,00:43:02,,,,,,8:36,,,,,,,,,,,,,,,,,,Distance,Mid Distance,"78,sunny","Snapfinger, Old Lexington neighborhood",Nike Epic React 2
Monday,9/30/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,10/1/2019,,2019-10-01 17:56:00,,,7,,00:56:12,,,,,,8:02,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"91,sunny",Campus,Nike Epic React 2
Wednesday,10/2/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,10/3/2019,,2019-10-03 17:37:00,,,5.02,,00:39:55,,,,,,7:58,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"97,partly cloudy","Snapfinger, Barnett Shoals",Nike Epic React 2
Friday,10/4/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,10/5/2019,,2019-10-05 14:38:00,,,14.11,,1:55:03,,,,,,8:10,,,,,,,,,,,,,,,,,,Distance,Long Distance,"71,cloudy",College Station to Campus,Nike Epic React 2
Sunday,10/6/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,10/7/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,10/8/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,10/9/2019,,2019-10-09 17:22:00,,,7.03,,00:54:39,,,,,,7:47,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"74,partly cloudy",Campus,Nike Epic React 2
Thursday,10/10/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,10/11/2019,,2019-10-11 18:14:00,,,5.01,,00:36:57,,,,,,7:23,,,,,,,,,,,,,,,,,,Tempo,Mid Distance,"79,sunny","Snapfinger, Barnett Shoals",Nike Epic React 2
Saturday,10/12/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,10/13/2019,,2019-10-13 7:14:00,,,16.01,,2:13:38,,,,,,8:21,,,,,,,,,,,,,,,,,,Distance,Long Distance,"63,partly cloudy","College Station, Campus, Barnett Shoals",Nike Epic React 2
Monday,10/14/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,10/15/2019,,2019-10-15 17:20:00,,,4.98,,00:42:26,,,,,,8:31,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"71,cloudy",Campus,Nike Epic React 2
Wednesday,10/16/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,10/17/2019,,2019-10-17 17:25:00,,,5.39,,00:43:06,,,,,,8:00,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"69,sunny",Campus,Nike Epic React 2
Friday,10/18/2019,,2019-10-18 16:36:00,,,3.02,,00:19:30,,,,,,6:27,,,,,,,,,,,,,,,,,,Tempo,Short Distance,"70,sunny",Barnett Shoals,Nike Epic React 2
Saturday,10/19/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,10/20/2019,,2019-10-20 7:57:00,,,18.01,,2:30:48,,,,,,8:23,,,,,,,,,,,,,,,,,,Distance,Long Distance,"58,partly cloudy","College Station, Campus, Old Lexington",Nike Epic React 2
Monday,10/21/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,10/22/2019,,2019-10-22 18:09:00,,,3.02,,00:19:26,,,,,,6:26,,,,,,,,,,,,,,,,,,Tempo,Short Distance,"70,partly cloudy",Barnett Shoals,Nike Epic React 2
Wednesday,10/23/2019,,2019-10-23 17:30:00,,,7.01,,00:59:56,,,,,,8:33,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"69,sunny",Campus,Nike Epic React 2
Thursday,10/24/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,10/25/2019,,2019-10-25 16:41:00,,,5.02,,00:40:31,,,,,,8:05,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"70,cloudy","Snapfinger, Barnett Shoals",Nike Epic React 2
Saturday,10/26/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,10/27/2019,,2019-10-27 9:10:00,,,10.16,,1:21:07,,,,,,7:59,,,,,,,,,,,,,,,,,,Distance,Long Distance,"63,sunny","Snapfinger, Old Lexington",Nike Epic React 2
Monday,10/28/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,10/29/2019,,2019-10-29 18:11:00,,,5.01,,00:41:22,,,,,,8:16,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,,"Snapfinger, Barnett Shoals",Nike Epic React 2
Wednesday,10/30/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,10/31/2019,,2019-10-31 17:40:00,,,5.01,,00:36:57,,,,,,7:23,,,,,,,,,,,,,,,,,,Tempo,MId Distance,"56,cloudy","Snapfinger, Barnett Shoals",Nike Epic React 2
Friday,11/1/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,11/2/2019,,,,,3.4,,00:23:58,,,,,,7:07,,,,,,,,,,,,,,,,,,Tempo,Short Distance,,,Nike Epic React 2
Sunday,11/3/2019,,2019-11-03 8:21:00,,,12.61,,1:44:48,,,,,,8:19,,,,,,,,,,,,,,,,,,Distance,Long Distance,"40,sunny","College Station, Campus",Nike Epic React 2
Monday,11/4/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,11/5/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wednesday,11/6/2019,,2019-11-06 17:56:00,,,3.02,,00:20:28,,,,,,6:47,,,,,,,,,,,,,,,,,,Tempo,Short Distance,"63,clear",Barnett Shoals,Brooks Ghost 11
Thursday,11/7/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,11/8/2019,,2019-11-08 17:30:00,,,5.61,,00:45:29,,,,,,8:07,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,,,Brooks Ghost 11
Saturday,11/9/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,11/10/2019,,2019-11-10 7:57:00,,,14,,1:54:48,,,,,,8:12,,,,,,,,,,,,,,,,,,Distance,Long Distance,"36,sunny","College Station, Campus, Barnett Shoals",Brooks Ghost 11
Monday,11/11/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,11/12/2019,,2019-11-12 17:40:00,,,3.1,,00:21:00,,,,,,6:45,,,,,,,,,,,,,,,,,,Tempo,Short Distance,"42,clear",Barnett Shoals,Nike Epic React 2
Wednesday,11/13/2019,,2019-11-13 17:24:00,,,7.01,,00:57:08,,,,,,8:11,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"42,sunny",Campus,Nike Epic React 2
Thursday,11/14/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,11/15/2019,,2019-11-15 17:13:00,,,7.03,,00:57:08,,,,,,8:07,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,,Campus,Brooks Ghost 11
Saturday,11/16/2019,,2019-11-16 8:57:00,,,3.44,,00:27:25,,,,,,7:58,,,,,,,,,,,,,,,,,,Recovery,Short Distance,"48,partly cloudy",Barnett Shoals,Brooks Ghost 11
Sunday,11/17/2019,,2019-11-17 9:13:00,,,17.33,,2:22:21,,,,,,8:13,,,,,,,,,,,,,,,,,,Distance,Long Distance,"49,cloudy","College Station, Campus, Old Lexington",Nike Epic React 2
Monday,11/18/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,11/19/2019,,2019-11-19 17:55:00,,,3.58,,00:25:46,,,,,,7:12,,,,,,,,,,,,,,,,,,Tempo,Short Distance,"57,cloudy",Barnett Shoals,Brooks Ghost 11
Wednesday,11/20/2019,,2019-11-20 17:32:00,,,7.04,,00:59:41,,,,,,8:28,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"60,clear",Campus,Nike Epic React 2
Thursday,11/21/2019,,2019-11-21 17:21:00,,,5.63,,00:50:36,,,,,,9:00,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"60,clear",Campus,Brooks Ghost 11
Friday,11/22/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,11/23/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,11/24/2019,,2019-11-24 7:44:00,,,20.01,,2:48:24,,,,,,8:25,,,,,,,,,,,,,,,,,,Distance,Long Distance,"43, sunny","Old Lexington, College Station, Campus",Nike Epic React 2
Monday,11/25/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,11/26/2019,,2019-11-26 17:20:00,,,7.01,,1:00:37,,,,,,8:39,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"60,sunny",Campus,Brooks Ghost 11
Wednesday,11/27/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,11/28/2019,,2019-11-28 7:25:00,,,3.3,,00:22:51,,,,,,6:55,,,,,,,,,,,,,,,,,,Tempo,Short Distance,"48, Sunny","Savannah, GA",Brooks Ghost 11
Friday,11/29/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,11/30/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,12/1/2019,,2019-12-01 7:58:00,,,12.42,,1:43:54,,,,,,8:22,,,,,,,,,,,,,,,,,,Distance,Long Distance,"59,cloudy","College Station, Campus",Brooks Ghost 11
Monday,12/2/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,12/3/2019,,2019-12-03 17:28:00,,,7.03,,00:59:23,,,,,,8:27,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"47,sunny",Campus,Brooks Ghost 11
Wednesday,12/4/2019,,2019-12-04 17:38:00,,,3.11,,00:19:57,,,,,,6:25,,,,,,,,,,,,,,,,,,Tempo,Short Distance,"55,sunny",Barnett Shoals,Nike Epic React 2
Thursday,12/5/2019,,2019-12-05 18:30:00,,,5,,00:45:00,,,,,,9:00,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,,Campus,Brooks Ghost 11
Friday,12/6/2019,,2019-12-06 16:58:00,,,6,,00:44:54,,,,,,7:29,,,,,,,,,,,,,,,,,,Tempo,Mid Distance,"57,cloudy",Campus,Brooks Ghost 11
Saturday,12/7/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,12/8/2019,,2019-12-08 7:35:00,,,20,,2:43:51,,,,,,8:12,,,,,,,,,,,,,,,,,,Distance,Long Distance,"44,partly cloudy","Old Lexington, College Station, Campus",Nike Epic React 2
Monday,12/9/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,12/10/2019,,2019-12-10 17:19:00,,,7.06,,00:59:30,,,,,,8:26,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"54,light rain",Campus,Brooks Ghost 11 
Wednesday,12/11/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,12/12/2019,,2019-12-12 17:21:00,,,5.01,,00:39:54,,,,,,7:58,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"48,light rain",Campus,Brooks Ghost 11
Friday,12/13/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,12/14/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,12/15/2019,,2019-12-15 7:40:00,,,14.02,,1:54:25,,,,,,8:10,,,,,,,,,,,,,,,,,,Distance,Long Distance,"38,sunny","Barnett Shoals, College Station, Campus",Brooks Ghost 11
Monday,12/16/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,12/17/2019,,2019-12-17 17:27:00,,,7.05,,00:56:57,,,,,,8:05,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"46,cloudy",Campus,Brooks Ghost 11
Wednesday,12/18/2019,,2019-12-18 17:33:00,,,4.56,,00:36:30,,,,,,,,,,,,,,,,,,,,,,,,Track,Track,"46,clear",Track,Brooks Ghost 11
Thursday,12/19/2019,,2019-12-19 17:18:00,,,5.02,,00:41:18,,,,,,8:12,,,,,,,,,,,,,,,,,,Recovery,Mid Distance,"49,sunny","Snapfinger, Barnett Shoals",Brooks Ghost 11
Friday,12/20/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,12/21/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunday,12/22/2019,,2019-12-22 9:31:00,,,4.01,,00:29:31,,,,,,7:22,,,,,,,,,,,,,,,,,,Tempo,Short Distance,light rain,Barnett Shoals,Brooks Ghost 11
Monday,12/23/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuesday,12/24/2019,,2019-12-24 13:19:00,,,5.57,,00:40:16,,,,,,7:14,,,,,,,,,,,,,,,,,,Tempo,Mid Distance,64.sunny,"Mount Pleasant, NC",Brooks Ghost 11
Wednesday,12/25/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thursday,12/26/2019,,2019-12-26 12:12:00,,,6.36,,00:46:47,,,,,,7:22,,,,,,,,,,,,,,,,,,Tempo,Mid Distance,"53,sunny","Mount Pleasant, NC",Nike Epic React 2
Friday,12/27/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saturday,12/28/2019,,2019-12-28 8:25:00,,,12.39,,1:36:55,,,,,,7:50,,,,,,,,,,,,,,,,,,Distance,Long Distance,"52,cloudy","College Station, Campus",Nike Epic React 2
Sunday,12/29/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monday,12/30/2019,,2019-12-30 11:52:00,,,5.12,,00:36:38,,,,,,7:10,,,,,,,,,,,,,,,,,,Tempo,Mid Distance,"56,sunny","Ocean Springs, MS",Brooks Ghost 11
Tuesday,12/31/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,